"level0","level1","level2","level3","Ethnic group (grouped total responses)(1)","count"
"Male","25–29 Years","Taupo","North Island general electorates","Asian",117
"Female","25–29 Years","Taupo","North Island general electorates","Asian",126
"Male","30–34 Years","Taupo","North Island general electorates","Asian",138
"Female","30–34 Years","Taupo","North Island general electorates","Asian",108
"Male","35–39 Years","Taupo","North Island general electorates","Asian",93
"Female","35–39 Years","Taupo","North Island general electorates","Asian",108
"Male","40–44 Years","Taupo","North Island general electorates","Asian",78
"Female","40–44 Years","Taupo","North Island general electorates","Asian",102
"Male","45–49 Years","Taupo","North Island general electorates","Asian",57
"Female","45–49 Years","Taupo","North Island general electorates","Asian",75
"Male","50–54 Years","Taupo","North Island general electorates","Asian",24
"Female","50–54 Years","Taupo","North Island general electorates","Asian",66
"Male","55–59 Years","Taupo","North Island general electorates","Asian",30
"Female","55–59 Years","Taupo","North Island general electorates","Asian",54
"Male","60–64 Years","Taupo","North Island general electorates","Asian",18
"Female","60–64 Years","Taupo","North Island general electorates","Asian",42
"Male","65–69 Years","Taupo","North Island general electorates","Asian",18
"Female","65–69 Years","Taupo","North Island general electorates","Asian",27
"Male","70–74 Years","Taupo","North Island general electorates","Asian",12
"Female","70–74 Years","Taupo","North Island general electorates","Asian",15
"Male","75–79 Years","Taupo","North Island general electorates","Asian",3
"Female","75–79 Years","Taupo","North Island general electorates","Asian",3
"Male","80–84 Years","Taupo","North Island general electorates","Asian",3
"Female","80–84 Years","Taupo","North Island general electorates","Asian",6
"Male","85 Years And Over","Taupo","North Island general electorates","Asian",0
"Female","85 Years And Over","Taupo","North Island general electorates","Asian",3
"Male","18 Years And Over","Taupo","North Island general electorates","Asian",726
"Female","18 Years And Over","Taupo","North Island general electorates","Asian",810
"Male","0–4 Years","Tauranga","North Island general electorates","Asian",207
"Female","0–4 Years","Tauranga","North Island general electorates","Asian",159
"Male","5–9 Years","Tauranga","North Island general electorates","Asian",186
"Female","5–9 Years","Tauranga","North Island general electorates","Asian",159
"Male","10–14 Years","Tauranga","North Island general electorates","Asian",177
"Female","10–14 Years","Tauranga","North Island general electorates","Asian",165
"Male","15–19 Years","Tauranga","North Island general electorates","Asian",171
"Female","15–19 Years","Tauranga","North Island general electorates","Asian",111
"Male","20–24 Years","Tauranga","North Island general electorates","Asian",234
"Female","20–24 Years","Tauranga","North Island general electorates","Asian",117
"Male","25–29 Years","Tauranga","North Island general electorates","Asian",210
"Female","25–29 Years","Tauranga","North Island general electorates","Asian",240
"Male","30–34 Years","Tauranga","North Island general electorates","Asian",183
"Female","30–34 Years","Tauranga","North Island general electorates","Asian",198
"Male","35–39 Years","Tauranga","North Island general electorates","Asian",150
"Female","35–39 Years","Tauranga","North Island general electorates","Asian",189
"Male","40–44 Years","Tauranga","North Island general electorates","Asian",147
"Female","40–44 Years","Tauranga","North Island general electorates","Asian",183
"Male","45–49 Years","Tauranga","North Island general electorates","Asian",90
"Female","45–49 Years","Tauranga","North Island general electorates","Asian",138
"Male","50–54 Years","Tauranga","North Island general electorates","Asian",72
"Female","50–54 Years","Tauranga","North Island general electorates","Asian",96
"Male","55–59 Years","Tauranga","North Island general electorates","Asian",63
"Female","55–59 Years","Tauranga","North Island general electorates","Asian",63
"Male","60–64 Years","Tauranga","North Island general electorates","Asian",36
"Female","60–64 Years","Tauranga","North Island general electorates","Asian",66
"Male","65–69 Years","Tauranga","North Island general electorates","Asian",27
"Female","65–69 Years","Tauranga","North Island general electorates","Asian",36
"Male","70–74 Years","Tauranga","North Island general electorates","Asian",21
"Female","70–74 Years","Tauranga","North Island general electorates","Asian",24
"Male","75–79 Years","Tauranga","North Island general electorates","Asian",15
"Female","75–79 Years","Tauranga","North Island general electorates","Asian",6
"Male","80–84 Years","Tauranga","North Island general electorates","Asian",3
"Female","80–84 Years","Tauranga","North Island general electorates","Asian",6
"Male","85 Years And Over","Tauranga","North Island general electorates","Asian",0
"Female","85 Years And Over","Tauranga","North Island general electorates","Asian",6
"Male","18 Years And Over","Tauranga","North Island general electorates","Asian",1314
"Female","18 Years And Over","Tauranga","North Island general electorates","Asian",1389
"Male","0–4 Years","Te Atatu","North Island general electorates","Asian",702
"Female","0–4 Years","Te Atatu","North Island general electorates","Asian",675
"Male","5–9 Years","Te Atatu","North Island general electorates","Asian",570
"Female","5–9 Years","Te Atatu","North Island general electorates","Asian",519
"Male","10–14 Years","Te Atatu","North Island general electorates","Asian",486
"Female","10–14 Years","Te Atatu","North Island general electorates","Asian",462
"Male","15–19 Years","Te Atatu","North Island general electorates","Asian",567
"Female","15–19 Years","Te Atatu","North Island general electorates","Asian",540
"Male","20–24 Years","Te Atatu","North Island general electorates","Asian",549
"Female","20–24 Years","Te Atatu","North Island general electorates","Asian",525
"Male","25–29 Years","Te Atatu","North Island general electorates","Asian",579
"Female","25–29 Years","Te Atatu","North Island general electorates","Asian",735
"Male","30–34 Years","Te Atatu","North Island general electorates","Asian",669
"Female","30–34 Years","Te Atatu","North Island general electorates","Asian",807
"Male","35–39 Years","Te Atatu","North Island general electorates","Asian",567
"Female","35–39 Years","Te Atatu","North Island general electorates","Asian",636
"Male","40–44 Years","Te Atatu","North Island general electorates","Asian",543
"Female","40–44 Years","Te Atatu","North Island general electorates","Asian",669
"Male","45–49 Years","Te Atatu","North Island general electorates","Asian",492
"Female","45–49 Years","Te Atatu","North Island general electorates","Asian",558
"Male","50–54 Years","Te Atatu","North Island general electorates","Asian",414
"Female","50–54 Years","Te Atatu","North Island general electorates","Asian",504
"Male","55–59 Years","Te Atatu","North Island general electorates","Asian",351
"Female","55–59 Years","Te Atatu","North Island general electorates","Asian",399
"Male","60–64 Years","Te Atatu","North Island general electorates","Asian",252
"Female","60–64 Years","Te Atatu","North Island general electorates","Asian",291
"Male","65–69 Years","Te Atatu","North Island general electorates","Asian",174
"Female","65–69 Years","Te Atatu","North Island general electorates","Asian",222
"Male","70–74 Years","Te Atatu","North Island general electorates","Asian",120
"Female","70–74 Years","Te Atatu","North Island general electorates","Asian",126
"Male","75–79 Years","Te Atatu","North Island general electorates","Asian",78
"Female","75–79 Years","Te Atatu","North Island general electorates","Asian",78
"Male","80–84 Years","Te Atatu","North Island general electorates","Asian",39
"Female","80–84 Years","Te Atatu","North Island general electorates","Asian",42
"Male","85 Years And Over","Te Atatu","North Island general electorates","Asian",15
"Female","85 Years And Over","Te Atatu","North Island general electorates","Asian",21
"Male","18 Years And Over","Te Atatu","North Island general electorates","Asian",5058
"Female","18 Years And Over","Te Atatu","North Island general electorates","Asian",5835
"Male","0–4 Years","Tukituki","North Island general electorates","Asian",147
"Female","0–4 Years","Tukituki","North Island general electorates","Asian",153
"Male","5–9 Years","Tukituki","North Island general electorates","Asian",141
"Female","5–9 Years","Tukituki","North Island general electorates","Asian",111
"Male","10–14 Years","Tukituki","North Island general electorates","Asian",114
"Female","10–14 Years","Tukituki","North Island general electorates","Asian",132
"Male","15–19 Years","Tukituki","North Island general electorates","Asian",114
"Female","15–19 Years","Tukituki","North Island general electorates","Asian",93
"Male","20–24 Years","Tukituki","North Island general electorates","Asian",138
"Female","20–24 Years","Tukituki","North Island general electorates","Asian",114
"Male","25–29 Years","Tukituki","North Island general electorates","Asian",177
"Female","25–29 Years","Tukituki","North Island general electorates","Asian",156
"Male","30–34 Years","Tukituki","North Island general electorates","Asian",117
"Female","30–34 Years","Tukituki","North Island general electorates","Asian",138
"Male","35–39 Years","Tukituki","North Island general electorates","Asian",96
"Female","35–39 Years","Tukituki","North Island general electorates","Asian",126
"Male","40–44 Years","Tukituki","North Island general electorates","Asian",84
"Female","40–44 Years","Tukituki","North Island general electorates","Asian",99
"Male","45–49 Years","Tukituki","North Island general electorates","Asian",96
"Female","45–49 Years","Tukituki","North Island general electorates","Asian",90
"Male","50–54 Years","Tukituki","North Island general electorates","Asian",72
"Female","50–54 Years","Tukituki","North Island general electorates","Asian",75
"Male","55–59 Years","Tukituki","North Island general electorates","Asian",42
"Female","55–59 Years","Tukituki","North Island general electorates","Asian",66
"Male","60–64 Years","Tukituki","North Island general electorates","Asian",33
"Female","60–64 Years","Tukituki","North Island general electorates","Asian",51
"Male","65–69 Years","Tukituki","North Island general electorates","Asian",27
"Female","65–69 Years","Tukituki","North Island general electorates","Asian",27
"Male","70–74 Years","Tukituki","North Island general electorates","Asian",24
"Female","70–74 Years","Tukituki","North Island general electorates","Asian",27
"Male","75–79 Years","Tukituki","North Island general electorates","Asian",18
"Female","75–79 Years","Tukituki","North Island general electorates","Asian",15
"Male","80–84 Years","Tukituki","North Island general electorates","Asian",6
"Female","80–84 Years","Tukituki","North Island general electorates","Asian",9
"Male","85 Years And Over","Tukituki","North Island general electorates","Asian",3
"Female","85 Years And Over","Tukituki","North Island general electorates","Asian",6
"Male","18 Years And Over","Tukituki","North Island general electorates","Asian",975
"Female","18 Years And Over","Tukituki","North Island general electorates","Asian",1020
"Male","0–4 Years","Upper Harbour","North Island general electorates","Asian",621
"Female","0–4 Years","Upper Harbour","North Island general electorates","Asian",633
"Male","5–9 Years","Upper Harbour","North Island general electorates","Asian",513
"Female","5–9 Years","Upper Harbour","North Island general electorates","Asian",471
"Male","10–14 Years","Upper Harbour","North Island general electorates","Asian",477
"Female","10–14 Years","Upper Harbour","North Island general electorates","Asian",459
"Male","15–19 Years","Upper Harbour","North Island general electorates","Asian",546
"Female","15–19 Years","Upper Harbour","North Island general electorates","Asian",519
"Male","20–24 Years","Upper Harbour","North Island general electorates","Asian",582
"Female","20–24 Years","Upper Harbour","North Island general electorates","Asian",543
"Male","25–29 Years","Upper Harbour","North Island general electorates","Asian",720
"Female","25–29 Years","Upper Harbour","North Island general electorates","Asian",747
"Male","30–34 Years","Upper Harbour","North Island general electorates","Asian",774
"Female","30–34 Years","Upper Harbour","North Island general electorates","Asian",861
"Male","35–39 Years","Upper Harbour","North Island general electorates","Asian",501
"Female","35–39 Years","Upper Harbour","North Island general electorates","Asian",621
"Male","40–44 Years","Upper Harbour","North Island general electorates","Asian",516
"Female","40–44 Years","Upper Harbour","North Island general electorates","Asian",609
"Male","45–49 Years","Upper Harbour","North Island general electorates","Asian",423
"Female","45–49 Years","Upper Harbour","North Island general electorates","Asian",555
"Male","50–54 Years","Upper Harbour","North Island general electorates","Asian",399
"Female","50–54 Years","Upper Harbour","North Island general electorates","Asian",501
"Male","55–59 Years","Upper Harbour","North Island general electorates","Asian",360
"Female","55–59 Years","Upper Harbour","North Island general electorates","Asian",465
"Male","60–64 Years","Upper Harbour","North Island general electorates","Asian",291
"Female","60–64 Years","Upper Harbour","North Island general electorates","Asian",291
"Male","65–69 Years","Upper Harbour","North Island general electorates","Asian",174
"Female","65–69 Years","Upper Harbour","North Island general electorates","Asian",174
"Male","70–74 Years","Upper Harbour","North Island general electorates","Asian",114
"Female","70–74 Years","Upper Harbour","North Island general electorates","Asian",78
"Male","75–79 Years","Upper Harbour","North Island general electorates","Asian",54
"Female","75–79 Years","Upper Harbour","North Island general electorates","Asian",66
"Male","80–84 Years","Upper Harbour","North Island general electorates","Asian",24
"Female","80–84 Years","Upper Harbour","North Island general electorates","Asian",33
"Male","85 Years And Over","Upper Harbour","North Island general electorates","Asian",15
"Female","85 Years And Over","Upper Harbour","North Island general electorates","Asian",21
"Male","18 Years And Over","Upper Harbour","North Island general electorates","Asian",5163
"Female","18 Years And Over","Upper Harbour","North Island general electorates","Asian",5754
"Male","0–4 Years","Waikato","North Island general electorates","Asian",138
"Female","0–4 Years","Waikato","North Island general electorates","Asian",108
"Male","5–9 Years","Waikato","North Island general electorates","Asian",102
"Female","5–9 Years","Waikato","North Island general electorates","Asian",120
"Male","10–14 Years","Waikato","North Island general electorates","Asian",120
"Female","10–14 Years","Waikato","North Island general electorates","Asian",111
"Male","15–19 Years","Waikato","North Island general electorates","Asian",129
"Female","15–19 Years","Waikato","North Island general electorates","Asian",102
"Male","20–24 Years","Waikato","North Island general electorates","Asian",96
"Female","20–24 Years","Waikato","North Island general electorates","Asian",69
"Male","25–29 Years","Waikato","North Island general electorates","Asian",102
"Female","25–29 Years","Waikato","North Island general electorates","Asian",105
"Male","30–34 Years","Waikato","North Island general electorates","Asian",99
"Female","30–34 Years","Waikato","North Island general electorates","Asian",123
"Male","35–39 Years","Waikato","North Island general electorates","Asian",99
"Female","35–39 Years","Waikato","North Island general electorates","Asian",117
"Male","40–44 Years","Waikato","North Island general electorates","Asian",105
"Female","40–44 Years","Waikato","North Island general electorates","Asian",126
"Male","45–49 Years","Waikato","North Island general electorates","Asian",87
"Female","45–49 Years","Waikato","North Island general electorates","Asian",99
"Male","50–54 Years","Waikato","North Island general electorates","Asian",75
"Female","50–54 Years","Waikato","North Island general electorates","Asian",84
"Male","55–59 Years","Waikato","North Island general electorates","Asian",66
"Female","55–59 Years","Waikato","North Island general electorates","Asian",60
"Male","60–64 Years","Waikato","North Island general electorates","Asian",39
"Female","60–64 Years","Waikato","North Island general electorates","Asian",57
"Male","65–69 Years","Waikato","North Island general electorates","Asian",33
"Female","65–69 Years","Waikato","North Island general electorates","Asian",42
"Male","70–74 Years","Waikato","North Island general electorates","Asian",24
"Female","70–74 Years","Waikato","North Island general electorates","Asian",21
"Male","75–79 Years","Waikato","North Island general electorates","Asian",12
"Female","75–79 Years","Waikato","North Island general electorates","Asian",9
"Male","80–84 Years","Waikato","North Island general electorates","Asian",6
"Female","80–84 Years","Waikato","North Island general electorates","Asian",6
"Male","85 Years And Over","Waikato","North Island general electorates","Asian",0
"Female","85 Years And Over","Waikato","North Island general electorates","Asian",3
"Male","18 Years And Over","Waikato","North Island general electorates","Asian",891
"Female","18 Years And Over","Waikato","North Island general electorates","Asian",954
"Male","0–4 Years","Wairarapa","North Island general electorates","Asian",51
"Female","0–4 Years","Wairarapa","North Island general electorates","Asian",54
"Male","5–9 Years","Wairarapa","North Island general electorates","Asian",57
"Female","5–9 Years","Wairarapa","North Island general electorates","Asian",45
"Male","10–14 Years","Wairarapa","North Island general electorates","Asian",54
"Female","10–14 Years","Wairarapa","North Island general electorates","Asian",48
"Male","15–19 Years","Wairarapa","North Island general electorates","Asian",60
"Female","15–19 Years","Wairarapa","North Island general electorates","Asian",36
"Male","20–24 Years","Wairarapa","North Island general electorates","Asian",42
"Female","20–24 Years","Wairarapa","North Island general electorates","Asian",27
"Male","25–29 Years","Wairarapa","North Island general electorates","Asian",45
"Female","25–29 Years","Wairarapa","North Island general electorates","Asian",60
"Male","30–34 Years","Wairarapa","North Island general electorates","Asian",75
"Female","30–34 Years","Wairarapa","North Island general electorates","Asian",69
"Male","35–39 Years","Wairarapa","North Island general electorates","Asian",57
"Female","35–39 Years","Wairarapa","North Island general electorates","Asian",63
"Male","40–44 Years","Wairarapa","North Island general electorates","Asian",36
"Female","40–44 Years","Wairarapa","North Island general electorates","Asian",63
"Male","45–49 Years","Wairarapa","North Island general electorates","Asian",39
"Female","45–49 Years","Wairarapa","North Island general electorates","Asian",54
"Male","50–54 Years","Wairarapa","North Island general electorates","Asian",24
"Female","50–54 Years","Wairarapa","North Island general electorates","Asian",45
"Male","55–59 Years","Wairarapa","North Island general electorates","Asian",24
"Female","55–59 Years","Wairarapa","North Island general electorates","Asian",33
"Male","60–64 Years","Wairarapa","North Island general electorates","Asian",18
"Female","60–64 Years","Wairarapa","North Island general electorates","Asian",30
"Male","65–69 Years","Wairarapa","North Island general electorates","Asian",18
"Female","65–69 Years","Wairarapa","North Island general electorates","Asian",15
"Male","70–74 Years","Wairarapa","North Island general electorates","Asian",6
"Female","70–74 Years","Wairarapa","North Island general electorates","Asian",9
"Male","75–79 Years","Wairarapa","North Island general electorates","Asian",3
"Female","75–79 Years","Wairarapa","North Island general electorates","Asian",3
"Male","80–84 Years","Wairarapa","North Island general electorates","Asian",3
"Female","80–84 Years","Wairarapa","North Island general electorates","Asian",6
"Male","85 Years And Over","Wairarapa","North Island general electorates","Asian",0
"Female","85 Years And Over","Wairarapa","North Island general electorates","Asian",0
"Male","18 Years And Over","Wairarapa","North Island general electorates","Asian",414
"Female","18 Years And Over","Wairarapa","North Island general electorates","Asian",489
"Male","0–4 Years","Wellington Central","North Island general electorates","Asian",219
"Female","0–4 Years","Wellington Central","North Island general electorates","Asian",195
"Male","5–9 Years","Wellington Central","North Island general electorates","Asian",195
"Female","5–9 Years","Wellington Central","North Island general electorates","Asian",189
"Male","10–14 Years","Wellington Central","North Island general electorates","Asian",249
"Female","10–14 Years","Wellington Central","North Island general electorates","Asian",186
"Male","15–19 Years","Wellington Central","North Island general electorates","Asian",315
"Female","15–19 Years","Wellington Central","North Island general electorates","Asian",369
"Male","20–24 Years","Wellington Central","North Island general electorates","Asian",684
"Female","20–24 Years","Wellington Central","North Island general electorates","Asian",852
"Male","25–29 Years","Wellington Central","North Island general electorates","Asian",735
"Female","25–29 Years","Wellington Central","North Island general electorates","Asian",699
"Male","30–34 Years","Wellington Central","North Island general electorates","Asian",531
"Female","30–34 Years","Wellington Central","North Island general electorates","Asian",543
"Male","35–39 Years","Wellington Central","North Island general electorates","Asian",297
"Female","35–39 Years","Wellington Central","North Island general electorates","Asian",342
"Male","40–44 Years","Wellington Central","North Island general electorates","Asian",234
"Female","40–44 Years","Wellington Central","North Island general electorates","Asian",300
"Male","45–49 Years","Wellington Central","North Island general electorates","Asian",222
"Female","45–49 Years","Wellington Central","North Island general electorates","Asian",279
"Male","50–54 Years","Wellington Central","North Island general electorates","Asian",159
"Female","50–54 Years","Wellington Central","North Island general electorates","Asian",201
"Male","55–59 Years","Wellington Central","North Island general electorates","Asian",114
"Female","55–59 Years","Wellington Central","North Island general electorates","Asian",153
"Male","60–64 Years","Wellington Central","North Island general electorates","Asian",78
"Female","60–64 Years","Wellington Central","North Island general electorates","Asian",111
"Male","65–69 Years","Wellington Central","North Island general electorates","Asian",57
"Female","65–69 Years","Wellington Central","North Island general electorates","Asian",60
"Male","70–74 Years","Wellington Central","North Island general electorates","Asian",48
"Female","70–74 Years","Wellington Central","North Island general electorates","Asian",48
"Male","75–79 Years","Wellington Central","North Island general electorates","Asian",36
"Female","75–79 Years","Wellington Central","North Island general electorates","Asian",36
"Male","80–84 Years","Wellington Central","North Island general electorates","Asian",12
"Female","80–84 Years","Wellington Central","North Island general electorates","Asian",21
"Male","85 Years And Over","Wellington Central","North Island general electorates","Asian",9
"Female","85 Years And Over","Wellington Central","North Island general electorates","Asian",12
"Male","18 Years And Over","Wellington Central","North Island general electorates","Asian",3405
"Female","18 Years And Over","Wellington Central","North Island general electorates","Asian",3900
"Male","0–4 Years","Whanganui","North Island general electorates","Asian",87
"Female","0–4 Years","Whanganui","North Island general electorates","Asian",72
"Male","5–9 Years","Whanganui","North Island general electorates","Asian",81
"Female","5–9 Years","Whanganui","North Island general electorates","Asian",75
"Male","10–14 Years","Whanganui","North Island general electorates","Asian",75
"Female","10–14 Years","Whanganui","North Island general electorates","Asian",84
"Male","15–19 Years","Whanganui","North Island general electorates","Asian",81
"Female","15–19 Years","Whanganui","North Island general electorates","Asian",75
"Male","20–24 Years","Whanganui","North Island general electorates","Asian",63
"Female","20–24 Years","Whanganui","North Island general electorates","Asian",66
"Male","25–29 Years","Whanganui","North Island general electorates","Asian",72
"Female","25–29 Years","Whanganui","North Island general electorates","Asian",93
"Male","30–34 Years","Whanganui","North Island general electorates","Asian",84
"Female","30–34 Years","Whanganui","North Island general electorates","Asian",90
"Male","35–39 Years","Whanganui","North Island general electorates","Asian",63
"Female","35–39 Years","Whanganui","North Island general electorates","Asian",69
"Male","40–44 Years","Whanganui","North Island general electorates","Asian",60
"Female","40–44 Years","Whanganui","North Island general electorates","Asian",78
"Male","45–49 Years","Whanganui","North Island general electorates","Asian",66
"Female","45–49 Years","Whanganui","North Island general electorates","Asian",81
"Male","50–54 Years","Whanganui","North Island general electorates","Asian",48
"Female","50–54 Years","Whanganui","North Island general electorates","Asian",42
"Male","55–59 Years","Whanganui","North Island general electorates","Asian",36
"Female","55–59 Years","Whanganui","North Island general electorates","Asian",51
"Male","60–64 Years","Whanganui","North Island general electorates","Asian",33
"Female","60–64 Years","Whanganui","North Island general electorates","Asian",33
"Male","65–69 Years","Whanganui","North Island general electorates","Asian",9
"Female","65–69 Years","Whanganui","North Island general electorates","Asian",15
"Male","70–74 Years","Whanganui","North Island general electorates","Asian",9
"Female","70–74 Years","Whanganui","North Island general electorates","Asian",9
"Male","75–79 Years","Whanganui","North Island general electorates","Asian",6
"Female","75–79 Years","Whanganui","North Island general electorates","Asian",12
"Male","80–84 Years","Whanganui","North Island general electorates","Asian",3
"Female","80–84 Years","Whanganui","North Island general electorates","Asian",6
"Male","85 Years And Over","Whanganui","North Island general electorates","Asian",3
"Female","85 Years And Over","Whanganui","North Island general electorates","Asian",0
"Male","18 Years And Over","Whanganui","North Island general electorates","Asian",576
"Female","18 Years And Over","Whanganui","North Island general electorates","Asian",657
"Male","0–4 Years","Whangarei","North Island general electorates","Asian",108
"Female","0–4 Years","Whangarei","North Island general electorates","Asian",99
"Male","5–9 Years","Whangarei","North Island general electorates","Asian",111
"Female","5–9 Years","Whangarei","North Island general electorates","Asian",84
"Male","10–14 Years","Whangarei","North Island general electorates","Asian",105
"Female","10–14 Years","Whangarei","North Island general electorates","Asian",102
"Male","15–19 Years","Whangarei","North Island general electorates","Asian",111
"Female","15–19 Years","Whangarei","North Island general electorates","Asian",69
"Male","20–24 Years","Whangarei","North Island general electorates","Asian",90
"Female","20–24 Years","Whangarei","North Island general electorates","Asian",60
"Male","25–29 Years","Whangarei","North Island general electorates","Asian",114
"Female","25–29 Years","Whangarei","North Island general electorates","Asian",150
"Male","30–34 Years","Whangarei","North Island general electorates","Asian",87
"Female","30–34 Years","Whangarei","North Island general electorates","Asian",93
"Male","35–39 Years","Whangarei","North Island general electorates","Asian",90
"Female","35–39 Years","Whangarei","North Island general electorates","Asian",99
"Male","40–44 Years","Whangarei","North Island general electorates","Asian",99
"Female","40–44 Years","Whangarei","North Island general electorates","Asian",147
"Male","45–49 Years","Whangarei","North Island general electorates","Asian",75
"Female","45–49 Years","Whangarei","North Island general electorates","Asian",111
"Male","50–54 Years","Whangarei","North Island general electorates","Asian",51
"Female","50–54 Years","Whangarei","North Island general electorates","Asian",111
"Male","55–59 Years","Whangarei","North Island general electorates","Asian",42
"Female","55–59 Years","Whangarei","North Island general electorates","Asian",63
"Male","60–64 Years","Whangarei","North Island general electorates","Asian",27
"Female","60–64 Years","Whangarei","North Island general electorates","Asian",48
"Male","65–69 Years","Whangarei","North Island general electorates","Asian",15
"Female","65–69 Years","Whangarei","North Island general electorates","Asian",30
"Male","70–74 Years","Whangarei","North Island general electorates","Asian",18
"Female","70–74 Years","Whangarei","North Island general electorates","Asian",18
"Male","75–79 Years","Whangarei","North Island general electorates","Asian",6
"Female","75–79 Years","Whangarei","North Island general electorates","Asian",15
"Male","80–84 Years","Whangarei","North Island general electorates","Asian",3
"Female","80–84 Years","Whangarei","North Island general electorates","Asian",6
"Male","85 Years And Over","Whangarei","North Island general electorates","Asian",0
"Female","85 Years And Over","Whangarei","North Island general electorates","Asian",0
"Male","18 Years And Over","Whangarei","North Island general electorates","Asian",759
"Female","18 Years And Over","Whangarei","North Island general electorates","Asian",963
"Male","0–4 Years","Christchurch Central","South Island general electorates","Asian",201
"Female","0–4 Years","Christchurch Central","South Island general electorates","Asian",252
"Male","5–9 Years","Christchurch Central","South Island general electorates","Asian",159
"Female","5–9 Years","Christchurch Central","South Island general electorates","Asian",165
"Male","10–14 Years","Christchurch Central","South Island general electorates","Asian",159
"Female","10–14 Years","Christchurch Central","South Island general electorates","Asian",138
"Male","15–19 Years","Christchurch Central","South Island general electorates","Asian",210
"Female","15–19 Years","Christchurch Central","South Island general electorates","Asian",138
"Male","20–24 Years","Christchurch Central","South Island general electorates","Asian",471
"Female","20–24 Years","Christchurch Central","South Island general electorates","Asian",297
"Male","25–29 Years","Christchurch Central","South Island general electorates","Asian",423
"Female","25–29 Years","Christchurch Central","South Island general electorates","Asian",417
"Male","30–34 Years","Christchurch Central","South Island general electorates","Asian",354
"Female","30–34 Years","Christchurch Central","South Island general electorates","Asian",363
"Male","35–39 Years","Christchurch Central","South Island general electorates","Asian",228
"Female","35–39 Years","Christchurch Central","South Island general electorates","Asian",285
"Male","40–44 Years","Christchurch Central","South Island general electorates","Asian",201
"Female","40–44 Years","Christchurch Central","South Island general electorates","Asian",240
"Male","45–49 Years","Christchurch Central","South Island general electorates","Asian",120
"Female","45–49 Years","Christchurch Central","South Island general electorates","Asian",186
"Male","50–54 Years","Christchurch Central","South Island general electorates","Asian",105
"Female","50–54 Years","Christchurch Central","South Island general electorates","Asian",168
"Male","55–59 Years","Christchurch Central","South Island general electorates","Asian",72
"Female","55–59 Years","Christchurch Central","South Island general electorates","Asian",123
"Male","60–64 Years","Christchurch Central","South Island general electorates","Asian",51
"Female","60–64 Years","Christchurch Central","South Island general electorates","Asian",69
"Male","65–69 Years","Christchurch Central","South Island general electorates","Asian",24
"Female","65–69 Years","Christchurch Central","South Island general electorates","Asian",45
"Male","70–74 Years","Christchurch Central","South Island general electorates","Asian",27
"Female","70–74 Years","Christchurch Central","South Island general electorates","Asian",30
"Male","75–79 Years","Christchurch Central","South Island general electorates","Asian",12
"Female","75–79 Years","Christchurch Central","South Island general electorates","Asian",21
"Male","80–84 Years","Christchurch Central","South Island general electorates","Asian",9
"Female","80–84 Years","Christchurch Central","South Island general electorates","Asian",12
"Male","85 Years And Over","Christchurch Central","South Island general electorates","Asian",6
"Female","85 Years And Over","Christchurch Central","South Island general electorates","Asian",6
"Male","18 Years And Over","Christchurch Central","South Island general electorates","Asian",2178
"Female","18 Years And Over","Christchurch Central","South Island general electorates","Asian",2328
"Male","0–4 Years","Christchurch East","South Island general electorates","Asian",141
"Female","0–4 Years","Christchurch East","South Island general electorates","Asian",123
"Male","5–9 Years","Christchurch East","South Island general electorates","Asian",120
"Female","5–9 Years","Christchurch East","South Island general electorates","Asian",108
"Male","10–14 Years","Christchurch East","South Island general electorates","Asian",96
"Female","10–14 Years","Christchurch East","South Island general electorates","Asian",84
"Male","15–19 Years","Christchurch East","South Island general electorates","Asian",108
"Female","15–19 Years","Christchurch East","South Island general electorates","Asian",99
"Male","20–24 Years","Christchurch East","South Island general electorates","Asian",105
"Female","20–24 Years","Christchurch East","South Island general electorates","Asian",84
"Male","25–29 Years","Christchurch East","South Island general electorates","Asian",96
"Female","25–29 Years","Christchurch East","South Island general electorates","Asian",114
"Male","30–34 Years","Christchurch East","South Island general electorates","Asian",108
"Female","30–34 Years","Christchurch East","South Island general electorates","Asian",171
"Male","35–39 Years","Christchurch East","South Island general electorates","Asian",93
"Female","35–39 Years","Christchurch East","South Island general electorates","Asian",168
"Male","40–44 Years","Christchurch East","South Island general electorates","Asian",99
"Female","40–44 Years","Christchurch East","South Island general electorates","Asian",147
"Male","45–49 Years","Christchurch East","South Island general electorates","Asian",78
"Female","45–49 Years","Christchurch East","South Island general electorates","Asian",111
"Male","50–54 Years","Christchurch East","South Island general electorates","Asian",78
"Female","50–54 Years","Christchurch East","South Island general electorates","Asian",96
"Male","55–59 Years","Christchurch East","South Island general electorates","Asian",39
"Female","55–59 Years","Christchurch East","South Island general electorates","Asian",72
"Male","60–64 Years","Christchurch East","South Island general electorates","Asian",45
"Female","60–64 Years","Christchurch East","South Island general electorates","Asian",54
"Male","65–69 Years","Christchurch East","South Island general electorates","Asian",24
"Female","65–69 Years","Christchurch East","South Island general electorates","Asian",27
"Male","70–74 Years","Christchurch East","South Island general electorates","Asian",21
"Female","70–74 Years","Christchurch East","South Island general electorates","Asian",24
"Male","75–79 Years","Christchurch East","South Island general electorates","Asian",12
"Female","75–79 Years","Christchurch East","South Island general electorates","Asian",9
"Male","80–84 Years","Christchurch East","South Island general electorates","Asian",6
