"level0","level1","level2","level3","Cigarette smoking behaviour","count"
"Male","25–29 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",828
"Female","25–29 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",912
"Male","30–34 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",774
"Female","30–34 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",891
"Male","35–39 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",954
"Female","35–39 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1014
"Male","40–44 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1110
"Female","40–44 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1176
"Male","45–49 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1191
"Female","45–49 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1251
"Male","50–54 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1212
"Female","50–54 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1218
"Male","55–59 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1062
"Female","55–59 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1155
"Male","60–64 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",993
"Female","60–64 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",1104
"Male","65–69 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",762
"Female","65–69 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",936
"Male","70–74 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",588
"Female","70–74 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",771
"Male","75–79 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",414
"Female","75–79 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",543
"Male","80–84 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",243
"Female","80–84 Years","Rangitikei","North Island general electorates","Never Smoked Regularly",432
"Male","85 Years And Over","Rangitikei","North Island general electorates","Never Smoked Regularly",174
"Female","85 Years And Over","Rangitikei","North Island general electorates","Never Smoked Regularly",453
"Male","15–19 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1872
"Female","15–19 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1743
"Male","20–24 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1119
"Female","20–24 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1182
"Male","25–29 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",858
"Female","25–29 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",993
"Male","30–34 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",921
"Female","30–34 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1092
"Male","35–39 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1101
"Female","35–39 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1206
"Male","40–44 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1290
"Female","40–44 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1368
"Male","45–49 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1149
"Female","45–49 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1230
"Male","50–54 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1092
"Female","50–54 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",1224
"Male","55–59 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",876
"Female","55–59 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",972
"Male","60–64 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",717
"Female","60–64 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",888
"Male","65–69 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",609
"Female","65–69 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",795
"Male","70–74 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",450
"Female","70–74 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",672
"Male","75–79 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",309
"Female","75–79 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",561
"Male","80–84 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",258
"Female","80–84 Years","Rimutaka","North Island general electorates","Never Smoked Regularly",534
"Male","85 Years And Over","Rimutaka","North Island general electorates","Never Smoked Regularly",183
"Female","85 Years And Over","Rimutaka","North Island general electorates","Never Smoked Regularly",555
"Male","15–19 Years","Rodney","North Island general electorates","Never Smoked Regularly",1647
"Female","15–19 Years","Rodney","North Island general electorates","Never Smoked Regularly",1596
"Male","20–24 Years","Rodney","North Island general electorates","Never Smoked Regularly",927
"Female","20–24 Years","Rodney","North Island general electorates","Never Smoked Regularly",867
"Male","25–29 Years","Rodney","North Island general electorates","Never Smoked Regularly",597
"Female","25–29 Years","Rodney","North Island general electorates","Never Smoked Regularly",687
"Male","30–34 Years","Rodney","North Island general electorates","Never Smoked Regularly",684
"Female","30–34 Years","Rodney","North Island general electorates","Never Smoked Regularly",810
"Male","35–39 Years","Rodney","North Island general electorates","Never Smoked Regularly",798
"Female","35–39 Years","Rodney","North Island general electorates","Never Smoked Regularly",1071
"Male","40–44 Years","Rodney","North Island general electorates","Never Smoked Regularly",1158
"Female","40–44 Years","Rodney","North Island general electorates","Never Smoked Regularly",1395
"Male","45–49 Years","Rodney","North Island general electorates","Never Smoked Regularly",1188
"Female","45–49 Years","Rodney","North Island general electorates","Never Smoked Regularly",1401
"Male","50–54 Years","Rodney","North Island general electorates","Never Smoked Regularly",1086
"Female","50–54 Years","Rodney","North Island general electorates","Never Smoked Regularly",1278
"Male","55–59 Years","Rodney","North Island general electorates","Never Smoked Regularly",873
"Female","55–59 Years","Rodney","North Island general electorates","Never Smoked Regularly",1092
"Male","60–64 Years","Rodney","North Island general electorates","Never Smoked Regularly",843
"Female","60–64 Years","Rodney","North Island general electorates","Never Smoked Regularly",1188
"Male","65–69 Years","Rodney","North Island general electorates","Never Smoked Regularly",855
"Female","65–69 Years","Rodney","North Island general electorates","Never Smoked Regularly",1242
"Male","70–74 Years","Rodney","North Island general electorates","Never Smoked Regularly",753
"Female","70–74 Years","Rodney","North Island general electorates","Never Smoked Regularly",1062
"Male","75–79 Years","Rodney","North Island general electorates","Never Smoked Regularly",534
"Female","75–79 Years","Rodney","North Island general electorates","Never Smoked Regularly",903
"Male","80–84 Years","Rodney","North Island general electorates","Never Smoked Regularly",387
"Female","80–84 Years","Rodney","North Island general electorates","Never Smoked Regularly",717
"Male","85 Years And Over","Rodney","North Island general electorates","Never Smoked Regularly",282
"Female","85 Years And Over","Rodney","North Island general electorates","Never Smoked Regularly",744
"Male","15–19 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1449
"Female","15–19 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1383
"Male","20–24 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1614
"Female","20–24 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1839
"Male","25–29 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1431
"Female","25–29 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1779
"Male","30–34 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1365
"Female","30–34 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1716
"Male","35–39 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1398
"Female","35–39 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1668
"Male","40–44 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1395
"Female","40–44 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1572
"Male","45–49 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1281
"Female","45–49 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1509
"Male","50–54 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1146
"Female","50–54 Years","Rongotai","North Island general electorates","Never Smoked Regularly",1272
"Male","55–59 Years","Rongotai","North Island general electorates","Never Smoked Regularly",804
"Female","55–59 Years","Rongotai","North Island general electorates","Never Smoked Regularly",945
"Male","60–64 Years","Rongotai","North Island general electorates","Never Smoked Regularly",633
"Female","60–64 Years","Rongotai","North Island general electorates","Never Smoked Regularly",810
"Male","65–69 Years","Rongotai","North Island general electorates","Never Smoked Regularly",453
"Female","65–69 Years","Rongotai","North Island general electorates","Never Smoked Regularly",585
"Male","70–74 Years","Rongotai","North Island general electorates","Never Smoked Regularly",339
"Female","70–74 Years","Rongotai","North Island general electorates","Never Smoked Regularly",510
"Male","75–79 Years","Rongotai","North Island general electorates","Never Smoked Regularly",225
"Female","75–79 Years","Rongotai","North Island general electorates","Never Smoked Regularly",387
"Male","80–84 Years","Rongotai","North Island general electorates","Never Smoked Regularly",183
"Female","80–84 Years","Rongotai","North Island general electorates","Never Smoked Regularly",327
"Male","85 Years And Over","Rongotai","North Island general electorates","Never Smoked Regularly",135
"Female","85 Years And Over","Rongotai","North Island general electorates","Never Smoked Regularly",393
"Male","15–19 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1992
"Female","15–19 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1866
"Male","20–24 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1233
"Female","20–24 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1047
"Male","25–29 Years","Rotorua","North Island general electorates","Never Smoked Regularly",924
"Female","25–29 Years","Rotorua","North Island general electorates","Never Smoked Regularly",975
"Male","30–34 Years","Rotorua","North Island general electorates","Never Smoked Regularly",879
"Female","30–34 Years","Rotorua","North Island general electorates","Never Smoked Regularly",969
"Male","35–39 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1002
"Female","35–39 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1152
"Male","40–44 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1146
"Female","40–44 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1290
"Male","45–49 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1203
"Female","45–49 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1284
"Male","50–54 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1176
"Female","50–54 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1296
"Male","55–59 Years","Rotorua","North Island general electorates","Never Smoked Regularly",990
"Female","55–59 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1149
"Male","60–64 Years","Rotorua","North Island general electorates","Never Smoked Regularly",888
"Female","60–64 Years","Rotorua","North Island general electorates","Never Smoked Regularly",1080
"Male","65–69 Years","Rotorua","North Island general electorates","Never Smoked Regularly",708
"Female","65–69 Years","Rotorua","North Island general electorates","Never Smoked Regularly",879
"Male","70–74 Years","Rotorua","North Island general electorates","Never Smoked Regularly",567
"Female","70–74 Years","Rotorua","North Island general electorates","Never Smoked Regularly",792
"Male","75–79 Years","Rotorua","North Island general electorates","Never Smoked Regularly",357
"Female","75–79 Years","Rotorua","North Island general electorates","Never Smoked Regularly",543
"Male","80–84 Years","Rotorua","North Island general electorates","Never Smoked Regularly",246
"Female","80–84 Years","Rotorua","North Island general electorates","Never Smoked Regularly",462
"Male","85 Years And Over","Rotorua","North Island general electorates","Never Smoked Regularly",168
"Female","85 Years And Over","Rotorua","North Island general electorates","Never Smoked Regularly",510
"Male","15–19 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1452
"Female","15–19 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1461
"Male","20–24 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1110
"Female","20–24 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1314
"Male","25–29 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1032
"Female","25–29 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1146
"Male","30–34 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1020
"Female","30–34 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1269
"Male","35–39 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1188
"Female","35–39 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1605
"Male","40–44 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1392
"Female","40–44 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1743
"Male","45–49 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1335
"Female","45–49 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1551
"Male","50–54 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1200
"Female","50–54 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1422
"Male","55–59 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1008
"Female","55–59 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1332
"Male","60–64 Years","Tamaki","North Island general electorates","Never Smoked Regularly",912
"Female","60–64 Years","Tamaki","North Island general electorates","Never Smoked Regularly",1143
"Male","65–69 Years","Tamaki","North Island general electorates","Never Smoked Regularly",726
"Female","65–69 Years","Tamaki","North Island general electorates","Never Smoked Regularly",906
"Male","70–74 Years","Tamaki","North Island general electorates","Never Smoked Regularly",516
"Female","70–74 Years","Tamaki","North Island general electorates","Never Smoked Regularly",690
"Male","75–79 Years","Tamaki","North Island general electorates","Never Smoked Regularly",339
"Female","75–79 Years","Tamaki","North Island general electorates","Never Smoked Regularly",534
"Male","80–84 Years","Tamaki","North Island general electorates","Never Smoked Regularly",234
"Female","80–84 Years","Tamaki","North Island general electorates","Never Smoked Regularly",453
"Male","85 Years And Over","Tamaki","North Island general electorates","Never Smoked Regularly",195
"Female","85 Years And Over","Tamaki","North Island general electorates","Never Smoked Regularly",567
"Male","15–19 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1746
"Female","15–19 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1602
"Male","20–24 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",981
"Female","20–24 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",915
"Male","25–29 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",771
"Female","25–29 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",852
"Male","30–34 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",879
"Female","30–34 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",879
"Male","35–39 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",963
"Female","35–39 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1077
"Male","40–44 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1104
"Female","40–44 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1233
"Male","45–49 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1230
"Female","45–49 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1209
"Male","50–54 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1275
"Female","50–54 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1200
"Male","55–59 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1101
"Female","55–59 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1158
"Male","60–64 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",957
"Female","60–64 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",1059
"Male","65–69 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",729
"Female","65–69 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",825
"Male","70–74 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",570
"Female","70–74 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",756
"Male","75–79 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",387
"Female","75–79 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",531
"Male","80–84 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",231
"Female","80–84 Years","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",408
"Male","85 Years And Over","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",144
"Female","85 Years And Over","Taranaki-King Country","North Island general electorates","Never Smoked Regularly",384
"Male","15–19 Years","Taupo","North Island general electorates","Never Smoked Regularly",1917
"Female","15–19 Years","Taupo","North Island general electorates","Never Smoked Regularly",1737
"Male","20–24 Years","Taupo","North Island general electorates","Never Smoked Regularly",984
"Female","20–24 Years","Taupo","North Island general electorates","Never Smoked Regularly",1014
"Male","25–29 Years","Taupo","North Island general electorates","Never Smoked Regularly",816
"Female","25–29 Years","Taupo","North Island general electorates","Never Smoked Regularly",906
"Male","30–34 Years","Taupo","North Island general electorates","Never Smoked Regularly",882
"Female","30–34 Years","Taupo","North Island general electorates","Never Smoked Regularly",936
"Male","35–39 Years","Taupo","North Island general electorates","Never Smoked Regularly",1020
"Female","35–39 Years","Taupo","North Island general electorates","Never Smoked Regularly",1026
"Male","40–44 Years","Taupo","North Island general electorates","Never Smoked Regularly",1185
"Female","40–44 Years","Taupo","North Island general electorates","Never Smoked Regularly",1272
"Male","45–49 Years","Taupo","North Island general electorates","Never Smoked Regularly",1224
"Female","45–49 Years","Taupo","North Island general electorates","Never Smoked Regularly",1275
"Male","50–54 Years","Taupo","North Island general electorates","Never Smoked Regularly",1257
"Female","50–54 Years","Taupo","North Island general electorates","Never Smoked Regularly",1263
"Male","55–59 Years","Taupo","North Island general electorates","Never Smoked Regularly",1035
"Female","55–59 Years","Taupo","North Island general electorates","Never Smoked Regularly",1134
"Male","60–64 Years","Taupo","North Island general electorates","Never Smoked Regularly",930
"Female","60–64 Years","Taupo","North Island general electorates","Never Smoked Regularly",1155
"Male","65–69 Years","Taupo","North Island general electorates","Never Smoked Regularly",831
"Female","65–69 Years","Taupo","North Island general electorates","Never Smoked Regularly",1110
"Male","70–74 Years","Taupo","North Island general electorates","Never Smoked Regularly",705
"Female","70–74 Years","Taupo","North Island general electorates","Never Smoked Regularly",954
"Male","75–79 Years","Taupo","North Island general electorates","Never Smoked Regularly",492
"Female","75–79 Years","Taupo","North Island general electorates","Never Smoked Regularly",699
"Male","80–84 Years","Taupo","North Island general electorates","Never Smoked Regularly",303
"Female","80–84 Years","Taupo","North Island general electorates","Never Smoked Regularly",552
"Male","85 Years And Over","Taupo","North Island general electorates","Never Smoked Regularly",141
"Female","85 Years And Over","Taupo","North Island general electorates","Never Smoked Regularly",477
"Male","15–19 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1587
"Female","15–19 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1470
"Male","20–24 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1008
"Female","20–24 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1071
"Male","25–29 Years","Tauranga","North Island general electorates","Never Smoked Regularly",888
"Female","25–29 Years","Tauranga","North Island general electorates","Never Smoked Regularly",975
"Male","30–34 Years","Tauranga","North Island general electorates","Never Smoked Regularly",825
"Female","30–34 Years","Tauranga","North Island general electorates","Never Smoked Regularly",963
"Male","35–39 Years","Tauranga","North Island general electorates","Never Smoked Regularly",969
"Female","35–39 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1101
"Male","40–44 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1095
"Female","40–44 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1284
"Male","45–49 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1038
"Female","45–49 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1224
"Male","50–54 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1056
"Female","50–54 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1263
"Male","55–59 Years","Tauranga","North Island general electorates","Never Smoked Regularly",864
"Female","55–59 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1185
"Male","60–64 Years","Tauranga","North Island general electorates","Never Smoked Regularly",852
"Female","60–64 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1083
"Male","65–69 Years","Tauranga","North Island general electorates","Never Smoked Regularly",726
"Female","65–69 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1047
"Male","70–74 Years","Tauranga","North Island general electorates","Never Smoked Regularly",618
"Female","70–74 Years","Tauranga","North Island general electorates","Never Smoked Regularly",1026
"Male","75–79 Years","Tauranga","North Island general electorates","Never Smoked Regularly",501
"Female","75–79 Years","Tauranga","North Island general electorates","Never Smoked Regularly",846
"Male","80–84 Years","Tauranga","North Island general electorates","Never Smoked Regularly",393
"Female","80–84 Years","Tauranga","North Island general electorates","Never Smoked Regularly",747
"Male","85 Years And Over","Tauranga","North Island general electorates","Never Smoked Regularly",294
"Female","85 Years And Over","Tauranga","North Island general electorates","Never Smoked Regularly",876
"Male","15–19 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1905
"Female","15–19 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1908
"Male","20–24 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1431
"Female","20–24 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1488
"Male","25–29 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1146
"Female","25–29 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1476
"Male","30–34 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1263
"Female","30–34 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1665
"Male","35–39 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1302
"Female","35–39 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1563
"Male","40–44 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1278
"Female","40–44 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1521
"Male","45–49 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1107
"Female","45–49 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1359
"Male","50–54 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1029
"Female","50–54 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1263
"Male","55–59 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",786
"Female","55–59 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",1068
"Male","60–64 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",645
"Female","60–64 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",918
"Male","65–69 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",510
"Female","65–69 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",759
"Male","70–74 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",414
"Female","70–74 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",660
"Male","75–79 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",303
"Female","75–79 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",516
"Male","80–84 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",210
"Female","80–84 Years","Te Atatu","North Island general electorates","Never Smoked Regularly",405
"Male","85 Years And Over","Te Atatu","North Island general electorates","Never Smoked Regularly",138
"Female","85 Years And Over","Te Atatu","North Island general electorates","Never Smoked Regularly",375
"Male","15–19 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1890
"Female","15–19 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1665
"Male","20–24 Years","Tukituki","North Island general electorates","Never Smoked Regularly",975
"Female","20–24 Years","Tukituki","North Island general electorates","Never Smoked Regularly",951
"Male","25–29 Years","Tukituki","North Island general electorates","Never Smoked Regularly",819
"Female","25–29 Years","Tukituki","North Island general electorates","Never Smoked Regularly",897
"Male","30–34 Years","Tukituki","North Island general electorates","Never Smoked Regularly",789
"Female","30–34 Years","Tukituki","North Island general electorates","Never Smoked Regularly",858
"Male","35–39 Years","Tukituki","North Island general electorates","Never Smoked Regularly",921
"Female","35–39 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1107
"Male","40–44 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1107
"Female","40–44 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1299
"Male","45–49 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1257
"Female","45–49 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1278
"Male","50–54 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1218
"Female","50–54 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1353
"Male","55–59 Years","Tukituki","North Island general electorates","Never Smoked Regularly",984
"Female","55–59 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1227
"Male","60–64 Years","Tukituki","North Island general electorates","Never Smoked Regularly",939
"Female","60–64 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1152
"Male","65–69 Years","Tukituki","North Island general electorates","Never Smoked Regularly",798
"Female","65–69 Years","Tukituki","North Island general electorates","Never Smoked Regularly",1020
"Male","70–74 Years","Tukituki","North Island general electorates","Never Smoked Regularly",612
"Female","70–74 Years","Tukituki","North Island general electorates","Never Smoked Regularly",882
"Male","75–79 Years","Tukituki","North Island general electorates","Never Smoked Regularly",408
"Female","75–79 Years","Tukituki","North Island general electorates","Never Smoked Regularly",648
"Male","80–84 Years","Tukituki","North Island general electorates","Never Smoked Regularly",267
"Female","80–84 Years","Tukituki","North Island general electorates","Never Smoked Regularly",558
"Male","85 Years And Over","Tukituki","North Island general electorates","Never Smoked Regularly",192
"Female","85 Years And Over","Tukituki","North Island general electorates","Never Smoked Regularly",540
"Male","15–19 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1917
"Female","15–19 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1899
"Male","20–24 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1629
"Female","20–24 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1656
"Male","25–29 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1377
"Female","25–29 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1605
"Male","30–34 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1338
"Female","30–34 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1692
"Male","35–39 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1230
"Female","35–39 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1542
"Male","40–44 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1368
"Female","40–44 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1623
"Male","45–49 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1257
"Female","45–49 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1647
"Male","50–54 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1110
"Female","50–54 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1368
"Male","55–59 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",846
"Female","55–59 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",1167
"Male","60–64 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",717
"Female","60–64 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",915
"Male","65–69 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",525
"Female","65–69 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",738
"Male","70–74 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",366
"Female","70–74 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",453
"Male","75–79 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",210
"Female","75–79 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",372
"Male","80–84 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",111
"Female","80–84 Years","Upper Harbour","North Island general electorates","Never Smoked Regularly",192
"Male","85 Years And Over","Upper Harbour","North Island general electorates","Never Smoked Regularly",69
"Female","85 Years And Over","Upper Harbour","North Island general electorates","Never Smoked Regularly",198
"Male","15–19 Years","Waikato","North Island general electorates","Never Smoked Regularly",1929
