"level0","level1","level2","Total personal income(1)","count"
"Female","20–24 Years","Waiariki","$30,001– $35,000",198
"Male","25–29 Years","Waiariki","$30,001– $35,000",138
"Female","25–29 Years","Waiariki","$30,001– $35,000",222
"Male","30–34 Years","Waiariki","$30,001– $35,000",147
"Female","30–34 Years","Waiariki","$30,001– $35,000",231
"Male","35–39 Years","Waiariki","$30,001– $35,000",138
"Female","35–39 Years","Waiariki","$30,001– $35,000",195
"Male","40–44 Years","Waiariki","$30,001– $35,000",111
"Female","40–44 Years","Waiariki","$30,001– $35,000",198
"Male","45–49 Years","Waiariki","$30,001– $35,000",141
"Female","45–49 Years","Waiariki","$30,001– $35,000",198
"Male","50–54 Years","Waiariki","$30,001– $35,000",120
"Female","50–54 Years","Waiariki","$30,001– $35,000",180
"Male","55–59 Years","Waiariki","$30,001– $35,000",87
"Female","55–59 Years","Waiariki","$30,001– $35,000",153
"Male","60–64 Years","Waiariki","$30,001– $35,000",78
"Female","60–64 Years","Waiariki","$30,001– $35,000",90
"Male","65–69 Years","Waiariki","$30,001– $35,000",45
"Female","65–69 Years","Waiariki","$30,001– $35,000",57
"Male","70–74 Years","Waiariki","$30,001– $35,000",36
"Female","70–74 Years","Waiariki","$30,001– $35,000",21
"Male","75–79 Years","Waiariki","$30,001– $35,000",18
"Female","75–79 Years","Waiariki","$30,001– $35,000",15
"Male","80–84 Years","Waiariki","$30,001– $35,000",12
"Female","80–84 Years","Waiariki","$30,001– $35,000",12
"Male","85 Years And Over","Waiariki","$30,001– $35,000",3
"Female","85 Years And Over","Waiariki","$30,001– $35,000",6
"Male","15–19 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","15–19 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","20–24 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","20–24 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","25–29 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","25–29 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","30–34 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","30–34 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","35–39 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","35–39 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","40–44 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","40–44 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","45–49 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","45–49 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","50–54 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","50–54 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","55–59 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","55–59 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","60–64 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","60–64 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","65–69 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","65–69 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","70–74 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","70–74 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","75–79 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","75–79 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","80–84 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","80–84 Years","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","85 Years And Over","Area Outside Māori Electorate","$30,001– $35,000",NA
"Female","85 Years And Over","Area Outside Māori Electorate","$30,001– $35,000",NA
"Male","15–19 Years","Hauraki-Waikato","$35,001– $40,000",60
"Female","15–19 Years","Hauraki-Waikato","$35,001– $40,000",27
"Male","20–24 Years","Hauraki-Waikato","$35,001– $40,000",297
"Female","20–24 Years","Hauraki-Waikato","$35,001– $40,000",261
"Male","25–29 Years","Hauraki-Waikato","$35,001– $40,000",279
"Female","25–29 Years","Hauraki-Waikato","$35,001– $40,000",237
"Male","30–34 Years","Hauraki-Waikato","$35,001– $40,000",201
"Female","30–34 Years","Hauraki-Waikato","$35,001– $40,000",207
"Male","35–39 Years","Hauraki-Waikato","$35,001– $40,000",201
"Female","35–39 Years","Hauraki-Waikato","$35,001– $40,000",231
"Male","40–44 Years","Hauraki-Waikato","$35,001– $40,000",186
"Female","40–44 Years","Hauraki-Waikato","$35,001– $40,000",228
"Male","45–49 Years","Hauraki-Waikato","$35,001– $40,000",156
"Female","45–49 Years","Hauraki-Waikato","$35,001– $40,000",204
"Male","50–54 Years","Hauraki-Waikato","$35,001– $40,000",180
"Female","50–54 Years","Hauraki-Waikato","$35,001– $40,000",192
"Male","55–59 Years","Hauraki-Waikato","$35,001– $40,000",126
"Female","55–59 Years","Hauraki-Waikato","$35,001– $40,000",156
"Male","60–64 Years","Hauraki-Waikato","$35,001– $40,000",105
"Female","60–64 Years","Hauraki-Waikato","$35,001– $40,000",96
"Male","65–69 Years","Hauraki-Waikato","$35,001– $40,000",48
"Female","65–69 Years","Hauraki-Waikato","$35,001– $40,000",48
"Male","70–74 Years","Hauraki-Waikato","$35,001– $40,000",24
"Female","70–74 Years","Hauraki-Waikato","$35,001– $40,000",12
"Male","75–79 Years","Hauraki-Waikato","$35,001– $40,000",12
"Female","75–79 Years","Hauraki-Waikato","$35,001– $40,000",9
"Male","80–84 Years","Hauraki-Waikato","$35,001– $40,000",0
"Female","80–84 Years","Hauraki-Waikato","$35,001– $40,000",3
"Male","85 Years And Over","Hauraki-Waikato","$35,001– $40,000",0
"Female","85 Years And Over","Hauraki-Waikato","$35,001– $40,000",3
"Male","15–19 Years","Ikaroa-Rāwhiti","$35,001– $40,000",48
"Female","15–19 Years","Ikaroa-Rāwhiti","$35,001– $40,000",18
"Male","20–24 Years","Ikaroa-Rāwhiti","$35,001– $40,000",237
"Female","20–24 Years","Ikaroa-Rāwhiti","$35,001– $40,000",138
"Male","25–29 Years","Ikaroa-Rāwhiti","$35,001– $40,000",240
"Female","25–29 Years","Ikaroa-Rāwhiti","$35,001– $40,000",192
"Male","30–34 Years","Ikaroa-Rāwhiti","$35,001– $40,000",171
"Female","30–34 Years","Ikaroa-Rāwhiti","$35,001– $40,000",207
"Male","35–39 Years","Ikaroa-Rāwhiti","$35,001– $40,000",207
"Female","35–39 Years","Ikaroa-Rāwhiti","$35,001– $40,000",180
"Male","40–44 Years","Ikaroa-Rāwhiti","$35,001– $40,000",174
"Female","40–44 Years","Ikaroa-Rāwhiti","$35,001– $40,000",225
"Male","45–49 Years","Ikaroa-Rāwhiti","$35,001– $40,000",195
"Female","45–49 Years","Ikaroa-Rāwhiti","$35,001– $40,000",207
"Male","50–54 Years","Ikaroa-Rāwhiti","$35,001– $40,000",192
"Female","50–54 Years","Ikaroa-Rāwhiti","$35,001– $40,000",216
"Male","55–59 Years","Ikaroa-Rāwhiti","$35,001– $40,000",138
"Female","55–59 Years","Ikaroa-Rāwhiti","$35,001– $40,000",141
"Male","60–64 Years","Ikaroa-Rāwhiti","$35,001– $40,000",126
"Female","60–64 Years","Ikaroa-Rāwhiti","$35,001– $40,000",84
"Male","65–69 Years","Ikaroa-Rāwhiti","$35,001– $40,000",57
"Female","65–69 Years","Ikaroa-Rāwhiti","$35,001– $40,000",54
"Male","70–74 Years","Ikaroa-Rāwhiti","$35,001– $40,000",30
"Female","70–74 Years","Ikaroa-Rāwhiti","$35,001– $40,000",27
"Male","75–79 Years","Ikaroa-Rāwhiti","$35,001– $40,000",9
"Female","75–79 Years","Ikaroa-Rāwhiti","$35,001– $40,000",18
"Male","80–84 Years","Ikaroa-Rāwhiti","$35,001– $40,000",6
"Female","80–84 Years","Ikaroa-Rāwhiti","$35,001– $40,000",6
"Male","85 Years And Over","Ikaroa-Rāwhiti","$35,001– $40,000",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","$35,001– $40,000",0
"Male","15–19 Years","Tāmaki Makaurau","$35,001– $40,000",45
"Female","15–19 Years","Tāmaki Makaurau","$35,001– $40,000",18
"Male","20–24 Years","Tāmaki Makaurau","$35,001– $40,000",300
"Female","20–24 Years","Tāmaki Makaurau","$35,001– $40,000",285
"Male","25–29 Years","Tāmaki Makaurau","$35,001– $40,000",240
"Female","25–29 Years","Tāmaki Makaurau","$35,001– $40,000",315
"Male","30–34 Years","Tāmaki Makaurau","$35,001– $40,000",183
"Female","30–34 Years","Tāmaki Makaurau","$35,001– $40,000",201
"Male","35–39 Years","Tāmaki Makaurau","$35,001– $40,000",165
"Female","35–39 Years","Tāmaki Makaurau","$35,001– $40,000",213
"Male","40–44 Years","Tāmaki Makaurau","$35,001– $40,000",162
"Female","40–44 Years","Tāmaki Makaurau","$35,001– $40,000",204
"Male","45–49 Years","Tāmaki Makaurau","$35,001– $40,000",159
"Female","45–49 Years","Tāmaki Makaurau","$35,001– $40,000",180
"Male","50–54 Years","Tāmaki Makaurau","$35,001– $40,000",180
"Female","50–54 Years","Tāmaki Makaurau","$35,001– $40,000",171
"Male","55–59 Years","Tāmaki Makaurau","$35,001– $40,000",111
"Female","55–59 Years","Tāmaki Makaurau","$35,001– $40,000",129
"Male","60–64 Years","Tāmaki Makaurau","$35,001– $40,000",81
"Female","60–64 Years","Tāmaki Makaurau","$35,001– $40,000",111
"Male","65–69 Years","Tāmaki Makaurau","$35,001– $40,000",72
"Female","65–69 Years","Tāmaki Makaurau","$35,001– $40,000",30
"Male","70–74 Years","Tāmaki Makaurau","$35,001– $40,000",24
"Female","70–74 Years","Tāmaki Makaurau","$35,001– $40,000",24
"Male","75–79 Years","Tāmaki Makaurau","$35,001– $40,000",6
"Female","75–79 Years","Tāmaki Makaurau","$35,001– $40,000",15
"Male","80–84 Years","Tāmaki Makaurau","$35,001– $40,000",0
"Female","80–84 Years","Tāmaki Makaurau","$35,001– $40,000",6
"Male","85 Years And Over","Tāmaki Makaurau","$35,001– $40,000",3
"Female","85 Years And Over","Tāmaki Makaurau","$35,001– $40,000",0
"Male","15–19 Years","Te Tai Hauāuru","$35,001– $40,000",63
"Female","15–19 Years","Te Tai Hauāuru","$35,001– $40,000",39
"Male","20–24 Years","Te Tai Hauāuru","$35,001– $40,000",324
"Female","20–24 Years","Te Tai Hauāuru","$35,001– $40,000",201
"Male","25–29 Years","Te Tai Hauāuru","$35,001– $40,000",273
"Female","25–29 Years","Te Tai Hauāuru","$35,001– $40,000",198
"Male","30–34 Years","Te Tai Hauāuru","$35,001– $40,000",240
"Female","30–34 Years","Te Tai Hauāuru","$35,001– $40,000",195
"Male","35–39 Years","Te Tai Hauāuru","$35,001– $40,000",207
"Female","35–39 Years","Te Tai Hauāuru","$35,001– $40,000",246
"Male","40–44 Years","Te Tai Hauāuru","$35,001– $40,000",213
"Female","40–44 Years","Te Tai Hauāuru","$35,001– $40,000",231
"Male","45–49 Years","Te Tai Hauāuru","$35,001– $40,000",219
"Female","45–49 Years","Te Tai Hauāuru","$35,001– $40,000",225
"Male","50–54 Years","Te Tai Hauāuru","$35,001– $40,000",204
"Female","50–54 Years","Te Tai Hauāuru","$35,001– $40,000",207
"Male","55–59 Years","Te Tai Hauāuru","$35,001– $40,000",150
"Female","55–59 Years","Te Tai Hauāuru","$35,001– $40,000",132
"Male","60–64 Years","Te Tai Hauāuru","$35,001– $40,000",108
"Female","60–64 Years","Te Tai Hauāuru","$35,001– $40,000",99
"Male","65–69 Years","Te Tai Hauāuru","$35,001– $40,000",63
"Female","65–69 Years","Te Tai Hauāuru","$35,001– $40,000",48
"Male","70–74 Years","Te Tai Hauāuru","$35,001– $40,000",36
"Female","70–74 Years","Te Tai Hauāuru","$35,001– $40,000",18
"Male","75–79 Years","Te Tai Hauāuru","$35,001– $40,000",9
"Female","75–79 Years","Te Tai Hauāuru","$35,001– $40,000",9
"Male","80–84 Years","Te Tai Hauāuru","$35,001– $40,000",3
"Female","80–84 Years","Te Tai Hauāuru","$35,001– $40,000",6
"Male","85 Years And Over","Te Tai Hauāuru","$35,001– $40,000",6
"Female","85 Years And Over","Te Tai Hauāuru","$35,001– $40,000",3
"Male","15–19 Years","Te Tai Tokerau","$35,001– $40,000",54
"Female","15–19 Years","Te Tai Tokerau","$35,001– $40,000",24
"Male","20–24 Years","Te Tai Tokerau","$35,001– $40,000",273
"Female","20–24 Years","Te Tai Tokerau","$35,001– $40,000",189
"Male","25–29 Years","Te Tai Tokerau","$35,001– $40,000",207
"Female","25–29 Years","Te Tai Tokerau","$35,001– $40,000",249
"Male","30–34 Years","Te Tai Tokerau","$35,001– $40,000",183
"Female","30–34 Years","Te Tai Tokerau","$35,001– $40,000",207
"Male","35–39 Years","Te Tai Tokerau","$35,001– $40,000",165
"Female","35–39 Years","Te Tai Tokerau","$35,001– $40,000",195
"Male","40–44 Years","Te Tai Tokerau","$35,001– $40,000",180
"Female","40–44 Years","Te Tai Tokerau","$35,001– $40,000",219
"Male","45–49 Years","Te Tai Tokerau","$35,001– $40,000",174
"Female","45–49 Years","Te Tai Tokerau","$35,001– $40,000",216
"Male","50–54 Years","Te Tai Tokerau","$35,001– $40,000",165
"Female","50–54 Years","Te Tai Tokerau","$35,001– $40,000",213
"Male","55–59 Years","Te Tai Tokerau","$35,001– $40,000",108
"Female","55–59 Years","Te Tai Tokerau","$35,001– $40,000",168
"Male","60–64 Years","Te Tai Tokerau","$35,001– $40,000",117
"Female","60–64 Years","Te Tai Tokerau","$35,001– $40,000",123
"Male","65–69 Years","Te Tai Tokerau","$35,001– $40,000",63
"Female","65–69 Years","Te Tai Tokerau","$35,001– $40,000",57
"Male","70–74 Years","Te Tai Tokerau","$35,001– $40,000",30
"Female","70–74 Years","Te Tai Tokerau","$35,001– $40,000",30
"Male","75–79 Years","Te Tai Tokerau","$35,001– $40,000",15
"Female","75–79 Years","Te Tai Tokerau","$35,001– $40,000",9
"Male","80–84 Years","Te Tai Tokerau","$35,001– $40,000",6
"Female","80–84 Years","Te Tai Tokerau","$35,001– $40,000",6
"Male","85 Years And Over","Te Tai Tokerau","$35,001– $40,000",0
"Female","85 Years And Over","Te Tai Tokerau","$35,001– $40,000",3
"Male","15–19 Years","Te Tai Tonga","$35,001– $40,000",141
"Female","15–19 Years","Te Tai Tonga","$35,001– $40,000",36
"Male","20–24 Years","Te Tai Tonga","$35,001– $40,000",558
"Female","20–24 Years","Te Tai Tonga","$35,001– $40,000",348
"Male","25–29 Years","Te Tai Tonga","$35,001– $40,000",420
"Female","25–29 Years","Te Tai Tonga","$35,001– $40,000",318
"Male","30–34 Years","Te Tai Tonga","$35,001– $40,000",321
"Female","30–34 Years","Te Tai Tonga","$35,001– $40,000",258
"Male","35–39 Years","Te Tai Tonga","$35,001– $40,000",267
"Female","35–39 Years","Te Tai Tonga","$35,001– $40,000",309
"Male","40–44 Years","Te Tai Tonga","$35,001– $40,000",261
"Female","40–44 Years","Te Tai Tonga","$35,001– $40,000",324
"Male","45–49 Years","Te Tai Tonga","$35,001– $40,000",219
"Female","45–49 Years","Te Tai Tonga","$35,001– $40,000",294
"Male","50–54 Years","Te Tai Tonga","$35,001– $40,000",246
"Female","50–54 Years","Te Tai Tonga","$35,001– $40,000",261
"Male","55–59 Years","Te Tai Tonga","$35,001– $40,000",183
"Female","55–59 Years","Te Tai Tonga","$35,001– $40,000",183
"Male","60–64 Years","Te Tai Tonga","$35,001– $40,000",165
"Female","60–64 Years","Te Tai Tonga","$35,001– $40,000",114
"Male","65–69 Years","Te Tai Tonga","$35,001– $40,000",84
"Female","65–69 Years","Te Tai Tonga","$35,001– $40,000",69
"Male","70–74 Years","Te Tai Tonga","$35,001– $40,000",39
"Female","70–74 Years","Te Tai Tonga","$35,001– $40,000",24
"Male","75–79 Years","Te Tai Tonga","$35,001– $40,000",15
"Female","75–79 Years","Te Tai Tonga","$35,001– $40,000",12
"Male","80–84 Years","Te Tai Tonga","$35,001– $40,000",9
"Female","80–84 Years","Te Tai Tonga","$35,001– $40,000",6
"Male","85 Years And Over","Te Tai Tonga","$35,001– $40,000",6
"Female","85 Years And Over","Te Tai Tonga","$35,001– $40,000",9
"Male","15–19 Years","Waiariki","$35,001– $40,000",42
"Female","15–19 Years","Waiariki","$35,001– $40,000",6
"Male","20–24 Years","Waiariki","$35,001– $40,000",183
"Female","20–24 Years","Waiariki","$35,001– $40,000",111
"Male","25–29 Years","Waiariki","$35,001– $40,000",228
"Female","25–29 Years","Waiariki","$35,001– $40,000",156
"Male","30–34 Years","Waiariki","$35,001– $40,000",159
"Female","30–34 Years","Waiariki","$35,001– $40,000",192
"Male","35–39 Years","Waiariki","$35,001– $40,000",198
"Female","35–39 Years","Waiariki","$35,001– $40,000",210
"Male","40–44 Years","Waiariki","$35,001– $40,000",171
"Female","40–44 Years","Waiariki","$35,001– $40,000",204
"Male","45–49 Years","Waiariki","$35,001– $40,000",171
"Female","45–49 Years","Waiariki","$35,001– $40,000",183
"Male","50–54 Years","Waiariki","$35,001– $40,000",183
"Female","50–54 Years","Waiariki","$35,001– $40,000",195
"Male","55–59 Years","Waiariki","$35,001– $40,000",138
"Female","55–59 Years","Waiariki","$35,001– $40,000",141
"Male","60–64 Years","Waiariki","$35,001– $40,000",108
"Female","60–64 Years","Waiariki","$35,001– $40,000",84
"Male","65–69 Years","Waiariki","$35,001– $40,000",45
"Female","65–69 Years","Waiariki","$35,001– $40,000",33
"Male","70–74 Years","Waiariki","$35,001– $40,000",33
"Female","70–74 Years","Waiariki","$35,001– $40,000",15
"Male","75–79 Years","Waiariki","$35,001– $40,000",15
"Female","75–79 Years","Waiariki","$35,001– $40,000",15
"Male","80–84 Years","Waiariki","$35,001– $40,000",6
"Female","80–84 Years","Waiariki","$35,001– $40,000",6
"Male","85 Years And Over","Waiariki","$35,001– $40,000",3
"Female","85 Years And Over","Waiariki","$35,001– $40,000",3
"Male","15–19 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","15–19 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","20–24 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","20–24 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","25–29 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","25–29 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","30–34 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","30–34 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","35–39 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","35–39 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","40–44 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","40–44 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","45–49 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","45–49 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","50–54 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","50–54 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","55–59 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","55–59 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","60–64 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","60–64 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","65–69 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","65–69 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","70–74 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","70–74 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","75–79 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","75–79 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","80–84 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","80–84 Years","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","85 Years And Over","Area Outside Māori Electorate","$35,001– $40,000",NA
"Female","85 Years And Over","Area Outside Māori Electorate","$35,001– $40,000",NA
"Male","15–19 Years","Hauraki-Waikato","$40,001– $50,000",36
"Female","15–19 Years","Hauraki-Waikato","$40,001– $50,000",9
"Male","20–24 Years","Hauraki-Waikato","$40,001– $50,000",312
"Female","20–24 Years","Hauraki-Waikato","$40,001– $50,000",219
"Male","25–29 Years","Hauraki-Waikato","$40,001– $50,000",369
"Female","25–29 Years","Hauraki-Waikato","$40,001– $50,000",375
"Male","30–34 Years","Hauraki-Waikato","$40,001– $50,000",330
"Female","30–34 Years","Hauraki-Waikato","$40,001– $50,000",303
"Male","35–39 Years","Hauraki-Waikato","$40,001– $50,000",315
"Female","35–39 Years","Hauraki-Waikato","$40,001– $50,000",288
"Male","40–44 Years","Hauraki-Waikato","$40,001– $50,000",309
"Female","40–44 Years","Hauraki-Waikato","$40,001– $50,000",321
"Male","45–49 Years","Hauraki-Waikato","$40,001– $50,000",276
"Female","45–49 Years","Hauraki-Waikato","$40,001– $50,000",315
"Male","50–54 Years","Hauraki-Waikato","$40,001– $50,000",279
"Female","50–54 Years","Hauraki-Waikato","$40,001– $50,000",312
"Male","55–59 Years","Hauraki-Waikato","$40,001– $50,000",225
"Female","55–59 Years","Hauraki-Waikato","$40,001– $50,000",198
"Male","60–64 Years","Hauraki-Waikato","$40,001– $50,000",162
"Female","60–64 Years","Hauraki-Waikato","$40,001– $50,000",117
"Male","65–69 Years","Hauraki-Waikato","$40,001– $50,000",81
"Female","65–69 Years","Hauraki-Waikato","$40,001– $50,000",51
"Male","70–74 Years","Hauraki-Waikato","$40,001– $50,000",24
"Female","70–74 Years","Hauraki-Waikato","$40,001– $50,000",15
"Male","75–79 Years","Hauraki-Waikato","$40,001– $50,000",15
"Female","75–79 Years","Hauraki-Waikato","$40,001– $50,000",6
"Male","80–84 Years","Hauraki-Waikato","$40,001– $50,000",0
"Female","80–84 Years","Hauraki-Waikato","$40,001– $50,000",6
"Male","85 Years And Over","Hauraki-Waikato","$40,001– $50,000",3
"Female","85 Years And Over","Hauraki-Waikato","$40,001– $50,000",0
"Male","15–19 Years","Ikaroa-Rāwhiti","$40,001– $50,000",36
"Female","15–19 Years","Ikaroa-Rāwhiti","$40,001– $50,000",6
"Male","20–24 Years","Ikaroa-Rāwhiti","$40,001– $50,000",204
"Female","20–24 Years","Ikaroa-Rāwhiti","$40,001– $50,000",150
"Male","25–29 Years","Ikaroa-Rāwhiti","$40,001– $50,000",303
"Female","25–29 Years","Ikaroa-Rāwhiti","$40,001– $50,000",210
"Male","30–34 Years","Ikaroa-Rāwhiti","$40,001– $50,000",297
"Female","30–34 Years","Ikaroa-Rāwhiti","$40,001– $50,000",231
"Male","35–39 Years","Ikaroa-Rāwhiti","$40,001– $50,000",285
"Female","35–39 Years","Ikaroa-Rāwhiti","$40,001– $50,000",264
"Male","40–44 Years","Ikaroa-Rāwhiti","$40,001– $50,000",309
"Female","40–44 Years","Ikaroa-Rāwhiti","$40,001– $50,000",297
"Male","45–49 Years","Ikaroa-Rāwhiti","$40,001– $50,000",306
"Female","45–49 Years","Ikaroa-Rāwhiti","$40,001– $50,000",282
"Male","50–54 Years","Ikaroa-Rāwhiti","$40,001– $50,000",303
"Female","50–54 Years","Ikaroa-Rāwhiti","$40,001– $50,000",252
"Male","55–59 Years","Ikaroa-Rāwhiti","$40,001– $50,000",249
"Female","55–59 Years","Ikaroa-Rāwhiti","$40,001– $50,000",171
"Male","60–64 Years","Ikaroa-Rāwhiti","$40,001– $50,000",183
"Female","60–64 Years","Ikaroa-Rāwhiti","$40,001– $50,000",138
"Male","65–69 Years","Ikaroa-Rāwhiti","$40,001– $50,000",102
"Female","65–69 Years","Ikaroa-Rāwhiti","$40,001– $50,000",57
"Male","70–74 Years","Ikaroa-Rāwhiti","$40,001– $50,000",24
"Female","70–74 Years","Ikaroa-Rāwhiti","$40,001– $50,000",18
"Male","75–79 Years","Ikaroa-Rāwhiti","$40,001– $50,000",6
"Female","75–79 Years","Ikaroa-Rāwhiti","$40,001– $50,000",3
"Male","80–84 Years","Ikaroa-Rāwhiti","$40,001– $50,000",6
"Female","80–84 Years","Ikaroa-Rāwhiti","$40,001– $50,000",3
"Male","85 Years And Over","Ikaroa-Rāwhiti","$40,001– $50,000",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","$40,001– $50,000",0
"Male","15–19 Years","Tāmaki Makaurau","$40,001– $50,000",15
"Female","15–19 Years","Tāmaki Makaurau","$40,001– $50,000",9
"Male","20–24 Years","Tāmaki Makaurau","$40,001– $50,000",306
"Female","20–24 Years","Tāmaki Makaurau","$40,001– $50,000",327
"Male","25–29 Years","Tāmaki Makaurau","$40,001– $50,000",375
"Female","25–29 Years","Tāmaki Makaurau","$40,001– $50,000",432
"Male","30–34 Years","Tāmaki Makaurau","$40,001– $50,000",297
"Female","30–34 Years","Tāmaki Makaurau","$40,001– $50,000",363
"Male","35–39 Years","Tāmaki Makaurau","$40,001– $50,000",291
"Female","35–39 Years","Tāmaki Makaurau","$40,001– $50,000",357
"Male","40–44 Years","Tāmaki Makaurau","$40,001– $50,000",261
"Female","40–44 Years","Tāmaki Makaurau","$40,001– $50,000",321
"Male","45–49 Years","Tāmaki Makaurau","$40,001– $50,000",279
"Female","45–49 Years","Tāmaki Makaurau","$40,001– $50,000",324
"Male","50–54 Years","Tāmaki Makaurau","$40,001– $50,000",246
"Female","50–54 Years","Tāmaki Makaurau","$40,001– $50,000",279
"Male","55–59 Years","Tāmaki Makaurau","$40,001– $50,000",210
"Female","55–59 Years","Tāmaki Makaurau","$40,001– $50,000",225
"Male","60–64 Years","Tāmaki Makaurau","$40,001– $50,000",150
"Female","60–64 Years","Tāmaki Makaurau","$40,001– $50,000",117
"Male","65–69 Years","Tāmaki Makaurau","$40,001– $50,000",72
"Female","65–69 Years","Tāmaki Makaurau","$40,001– $50,000",66
"Male","70–74 Years","Tāmaki Makaurau","$40,001– $50,000",27
"Female","70–74 Years","Tāmaki Makaurau","$40,001– $50,000",15
"Male","75–79 Years","Tāmaki Makaurau","$40,001– $50,000",12
"Female","75–79 Years","Tāmaki Makaurau","$40,001– $50,000",12
"Male","80–84 Years","Tāmaki Makaurau","$40,001– $50,000",3
"Female","80–84 Years","Tāmaki Makaurau","$40,001– $50,000",3
"Male","85 Years And Over","Tāmaki Makaurau","$40,001– $50,000",3
"Female","85 Years And Over","Tāmaki Makaurau","$40,001– $50,000",0
"Male","15–19 Years","Te Tai Hauāuru","$40,001– $50,000",57
"Female","15–19 Years","Te Tai Hauāuru","$40,001– $50,000",18
"Male","20–24 Years","Te Tai Hauāuru","$40,001– $50,000",402
"Female","20–24 Years","Te Tai Hauāuru","$40,001– $50,000",168
"Male","25–29 Years","Te Tai Hauāuru","$40,001– $50,000",390
"Female","25–29 Years","Te Tai Hauāuru","$40,001– $50,000",261
"Male","30–34 Years","Te Tai Hauāuru","$40,001– $50,000",390
"Female","30–34 Years","Te Tai Hauāuru","$40,001– $50,000",309
"Male","35–39 Years","Te Tai Hauāuru","$40,001– $50,000",318
"Female","35–39 Years","Te Tai Hauāuru","$40,001– $50,000",282
"Male","40–44 Years","Te Tai Hauāuru","$40,001– $50,000",366
"Female","40–44 Years","Te Tai Hauāuru","$40,001– $50,000",354
"Male","45–49 Years","Te Tai Hauāuru","$40,001– $50,000",342
"Female","45–49 Years","Te Tai Hauāuru","$40,001– $50,000",282
"Male","50–54 Years","Te Tai Hauāuru","$40,001– $50,000",318
"Female","50–54 Years","Te Tai Hauāuru","$40,001– $50,000",303
"Male","55–59 Years","Te Tai Hauāuru","$40,001– $50,000",234
